date_issued,author,title,description,link,page,issue
2016/08/29,Curtis Sittenfeld,“Gender Studies”,"Fiction: “Having a drink in the hotel bar with Luke the Shuttle Driver is almost enjoyable, because it’s like an anthropological experience.”",https://newyorker.com/magazine/2016/08/29/gender-studies-by-curtis-sittenfeld,12,"August 29, 2016 Issue"
2016/08/22,Thomas McGuane,“Papaya”,"Fiction: “She helped him to understand that he had been robbed of everything, his boat stolen.”",https://newyorker.com/magazine/2016/08/22/papaya-by-thomas-mcguane,12,"August 22, 2016 Issue"
2016/08/08,Tessa Hadley,“Dido’s Lament”,"Fiction: “How worldly was he, coolly inviting her to trespass on the grounds of his second marriage?”",https://newyorker.com/magazine/2016/08/08/didos-lament-by-tessa-hadley,12,"August 8 & 15, 2016 Issue"
2016/08/01,Joshua Ferris,“The Abandonment”,Fiction: “The poor girl. She’s about to burn her life to the ground and she doesn’t even know it.”,https://newyorker.com/magazine/2016/08/01/the-abandonment-by-joshua-ferris,12,"August 1, 2016 Issue"
2016/07/25,Joy Williams,“Stuff”,"Fiction: “He felt blue. He was dying, and the doctor, or whoever that had been, hadn’t even given him a prescription to ﬁll.”",https://newyorker.com/magazine/2016/07/25/stuff-by-joy-williams,12,"July 25, 2016 Issue"
2016/07/11,Michael Andreasen,“The King’s Teacup at Rest”,Fiction: “The royal steward returns the amusement park’s deed to his crocodile-leather attaché case and addresses the king.”,https://newyorker.com/magazine/2016/07/11/the-kings-teacup-at-rest-by-michael-andreasen,12,"July 11 & 18, 2016 Issue"
2016/07/04,T. Coraghessan Boyle,“The Fugitive”,"Fiction: “What he was about to do was wrong, he knew that, and he regretted it the instant he saw it before him, but he wasn’t going to any prison, no way.”",https://newyorker.com/magazine/2016/07/04/the-fugitive-by-t-coraghessan-boyle,12,"July 4, 2016 Issue"
2016/06/27,Paul Theroux,“Upside-Down Cake”,Fiction: “We had betrayed one another too many times to be able to sit comfortably around the same table together.”,https://newyorker.com/magazine/2016/06/27/upside-down-cake-by-paul-theroux,12,"June 27, 2016 Issue"
2016/06/20,Karen Russell,“Bog Girl”,"Fiction: “She had been killed, and now her smile seemed even more impressive to him, and he wanted only to protect her from future harm.”",https://newyorker.com/magazine/2016/06/20/bog-girl-by-karen-russell,12,"June 20, 2016 Issue"
2016/06/06,Zadie Smith,“Two Men Arrive in a Village”,"Fiction: “A kind of wildness descends, a bloody chaos, into which all the formal gestures of welcome and food and threat seem instantly to dissolve.”",https://newyorker.com/magazine/2016/06/06/two-men-arrive-in-a-village-by-zadie-smith,13,"June 6 & 13, 2016 Issue"
2016/06/06,Jonathan Safran Foer,“Maybe It Was the Distance”,Fiction: “All that should have led Jacob to dislike Tamir brought him closer—not with envy but with love.”,https://newyorker.com/magazine/2016/06/06/maybe-it-was-the-distance-by-jonathan-safran-foer,13,"June 6 & 13, 2016 Issue"
2016/06/06,Ben Lerner,“The Polish Rider”,"Fiction: “She ran after the Uber, screaming for it to stop, until it had turned off her street toward Delancey.”",https://newyorker.com/magazine/2016/06/06/the-polish-rider-by-ben-lerner,13,"June 6 & 13, 2016 Issue"
2016/06/06,Langston Hughes,“Seven People Dancing”,"A previously unpublished story, written circa 1961.",https://newyorker.com/magazine/2016/06/06/seven-people-dancing-by-langston-hughes,13,"June 6 & 13, 2016 Issue"
2016/05/30,Charles Yu,“Fable”,"Fiction: “Once upon a time, there was an angry guy, who hated the story he was in. All right?”",https://newyorker.com/magazine/2016/05/30/fable-by-charles-yu,13,"May 30, 2016 Issue"
2016/05/23,Lauren Groff,“The Midnight Zone”,"Fiction: “If anyone was going to die it was going to be us, our skulls popping in the jaws of an endangered cat.”",https://newyorker.com/magazine/2016/05/23/the-midnight-zone-by-lauren-groff,13,"May 23, 2016 Issue"
2016/05/16,Akhil Sharma,“A Life of Adventure and Delight”,Fiction: “Gautama’s favorite thing about hiring prostitutes was negotiating the price.”,https://newyorker.com/magazine/2016/05/16/a-life-of-adventure-and-delight-by-akhil-sharma,13,"May 16, 2016 Issue"
2016/05/09,John L’Heureux,“Three Short Moments in a Long Life”,"Fiction: “I tripped on the new carpet and heard myself saying, ‘Jesus Christ!’ I opened the door and it was him.”",https://newyorker.com/magazine/2016/05/09/three-short-moments-in-a-long-life-by-john-lheureux,13,"May 9, 2016 Issue"
2016/05/02,Alexandra Kleeman,“Choking Victim”,"Fiction: “She looked down at the small ears of her daughter, unavoidably open to the world, eagerly capturing the sounds of the choking man.”",https://newyorker.com/magazine/2016/05/02/choking-victim-by-alexandra-kleeman,13,"May 2, 2016 Issue"
2016/04/25,Lara Vapnyar,“Waiting for the Miracle”,Fiction: “Vadik said in Russian that he was spending the night in the city. With a girl. An American girl.”,https://newyorker.com/magazine/2016/04/25/waiting-for-the-miracle-by-lara-vapnyar,13,"April 25, 2016 Issue"
2016/04/18,Colin Barrett,"“Anhedonia, Here I Come”",Fiction:“Bobby had been writing and rewriting and refining and re-refining the manuscript of his début collection for more than eight years now.”,https://newyorker.com/magazine/2016/04/18/anhedonia-here-i-come-by-colin-barrett,14,"April 18, 2016 Issue"
2016/04/11,Sarah Shun-lien Bynum,“The Burglar”,Fiction: “What sorts of crimes are committed by an unjustly incarcerated man who’s travelled through a rift in the space-time continuum?”,https://newyorker.com/magazine/2016/04/11/the-burglar-by-sarah-shun-lien-bynum,14,"April 11, 2016 Issue"
2016/04/04,Kevin Canty,“God’s Work”,"Fiction: “Where is the holy part of him? He can’t find it, only sin.”",https://newyorker.com/magazine/2016/04/04/gods-work,14,"April 4, 2016 Issue"
2016/03/28,Ian McEwan,“My Purple Scented Novel”,"Fiction: “I don’t deny there was wrongdoing. I stole a life, and I don’t intend to give it back.”",https://newyorker.com/magazine/2016/03/28/my-purple-scented-novel-fiction-by-ian-mcewan,14,"March 28, 2016 Issue"
2016/03/21,Annie Proulx,“A Resolute Man”,Fiction: “Was it not his responsibility to save the woman who had saved him?”,https://newyorker.com/magazine/2016/03/21/a-resolute-man,14,"March 21, 2016 Issue"
2016/03/14,Ann Beattie,“For the Best”,"Fiction: “Where had she come from tonight, and where was she returning to? He had no idea.”",https://newyorker.com/magazine/2016/03/14/for-the-best,14,"March 14, 2016 Issue"
2016/03/07,Fiona McFarlane,“Buttony”,"Fiction: “The children stood motionless in the circle, and now their hands were closed.”",https://newyorker.com/magazine/2016/03/07/buttony,14,"March 7, 2016 Issue"
2016/02/29,Luke Mogelson,“Total Solar”,"Fiction: “She was new to Kabul and, I sensed, typically stimulated by the proximity of violence and privation.”",https://newyorker.com/magazine/2016/02/29/total-solar,14,"February 29, 2016 Issue"
2016/02/22,Don DeLillo,“Sine Cosine Tangent”,"New fiction: “I liked reading books that nearly killed me, books that helped tell me who I was, the son who spites his father by reading such books.”",https://newyorker.com/magazine/2016/02/22/sine-cosine-tangent,14,"February 22, 2016 Issue"
2016/02/08,George Saunders,“Mother’s Day”,"Fiction: “Well, if he wanted a fight, she knew how to fight. She liked it. She was good at it. She’d make him pay. The way she always had.”",https://newyorker.com/magazine/2016/02/08/mothers-day-fiction-george-saunders,14,"February 8 & 15, 2016 Issue"
2016/02/01,Adam Ehrlich Sachs,“The Philosophers”,"Fiction: “Until recently, he told the psychiatrist, he had been the most intelligent person in history.”",https://newyorker.com/magazine/2016/02/01/the-philosophers,15,"February 1, 2016 Issue"
2016/01/25,Tatyana Tolstaya,Aspic,"“It’s a special kind of religion, making the aspic. It’s a yearly sacrifice, though we don’t know to whom or for what.”",https://newyorker.com/magazine/2016/01/25/aspic-fiction-tatyana-tolstaya,15,"January 25, 2016 Issue"
2016/01/18,Ludmilla Petrushevskaya,“The Story of a Painter”,Fiction: “He could no longer pretend that his life wasn’t a total failure and that nothing except art concerned him.”,https://newyorker.com/magazine/2016/01/18/the-story-of-a-painter,15,"January 18, 2016 Issue"
2016/01/11,Anne Carson,“1 = 1”,"Fiction: “What is the price of desolation, and who pays.”",https://newyorker.com/magazine/2016/01/11/1-equals-1,15,"January 11, 2016 Issue"
2016/01/04,Ottessa Moshfegh,“The Beach Boy”,"“He’d lived his entire life on his best behavior, a slave to decorum. For what?”",https://newyorker.com/magazine/2016/01/04/the-beach-boy,15,"January 4, 2016 Issue"
2015/12/21,Tim Parks,“Bedtimes”,"Fiction: “He wonders, Should he wait up for his wife and confront her?”",https://newyorker.com/magazine/2015/12/21/bedtimes,15,"December 21 & 28, 2015 Issue"
2015/12/14,Dana Spiotta,“Jelly and Jack”,Fiction: “All his circling around eventually came to the point. ‘What do you look like?’ ”,https://newyorker.com/magazine/2015/12/14/jelly-and-jack,15,"December 14, 2015 Issue"
2015/12/07,Martin Amis,“Oktober”,"Fiction: “The crowd was diversified by thin streams of dark-skinned and dark-clothed refugees, their eyes haunted and determined, their tread leaden but firm.”",https://newyorker.com/magazine/2015/12/07/oktober,15,"December 7, 2015 Issue"
2015/11/30,Rachel Kushner,“Fifty-Seven”,"Fiction: “He didn’t intend to hurt her. As soon as he could get something oﬀ her, he’d leave her alone, let her go.”",https://newyorker.com/magazine/2015/11/30/fifty-seven,15,"November 30, 2015 Issue"
2015/11/23,Ann Beattie,Save a Horse Ride a Cowgirl,"Fiction: “You couldn’t just stare into the darkness with binoculars, looking at your old life.”",https://newyorker.com/magazine/2015/11/23/save-a-horse-ride-a-cowgirl,15,"November 23, 2015 Issue"
2015/11/16,Mark Haddon,“The Weir”,"Fiction: “He realizes how big the river is, now that he is inside it, how strong, how lost the woman must be, and how slim his chances are of ﬁnding her.”",https://newyorker.com/magazine/2015/11/16/the-weir,16,"November 16, 2015 Issue"
2015/11/09,Julianne Pachico,“Honey Bunny”,Fiction: A wealthy young Colombian woman in New York takes refuge in cocaine and recalls the country she had to leave behind.,https://newyorker.com/magazine/2015/11/09/honey-bunny,16,"November 9, 2015 Issue"
2015/11/02,Ariel Dorfman,“The Gospel According to García”,"Fiction: “García was not able to teach that day, because of circumstances that were best left unspoken.”",https://newyorker.com/magazine/2015/11/02/the-gospel-according-to-garcia,16,"November 2, 2015 Issue"
2015/10/26,Lesley Nneka Arimah,“Who Will Greet You at Home”,"Fiction: “Ogechi tried to think of it as a fair trade, a little bit of her life for her child’s life.”",https://newyorker.com/magazine/2015/10/26/who-will-greet-you-at-home,16,"October 26, 2015 Issue"
2015/10/19,Ben Marcus,“Cold Little Bird”,Fiction: “Of course a child could do it. Who else but children to lead the fucking species into darkness?”,https://newyorker.com/magazine/2015/10/19/cold-little-bird,16,"October 19, 2015 Issue"
2015/10/12,Rivka Galchen,“Usl at the Stadium”,"Fiction: For a few minutes, his sleeping form was on the Jumbotron. The next day, he was all over the Internet.",https://newyorker.com/magazine/2015/10/12/usl-at-the-stadium,16,"October 12, 2015 Issue"
2015/10/05,Tim Parks,“Vespa”,"Fiction: “Riding always induced a happy mood of freedom and competence, which vanished the moment he took the helmet oﬀ.”",https://newyorker.com/magazine/2015/10/05/vespa,16,"October 5, 2015 Issue"
2015/09/28,Thomas McGuane,“The Driver”,"Fiction: “As the car pulled forward, Spencer looked longingly into the dark. He thought of his mother and wondered if she would remember to feed the ﬁsh.”",https://newyorker.com/magazine/2015/09/28/the-driver-fiction-thomas-mcguane,16,"September 28, 2015 Issue"
2015/09/21,Amos Oz,“My Curls Have Blown All the Way to China”,"Fiction: “What foolishness, to go and get my hair cut. . . . And on that very same morning.”",https://newyorker.com/magazine/2015/09/21/my-curls-have-blown-all-the-way-to-china,16,"September 21, 2015 Issue"
2015/09/14,Joy Williams,“Chicken Hill”,"Fiction: “Imagination only fails us in the end, when the stories we tell ourselves have to stop.”",https://newyorker.com/magazine/2015/09/14/chicken-hill,16,"September 14, 2015 Issue"
2015/09/07,Danielle McLaughlin,“In the Act of Falling”,New fiction: Life is transformed for a family in the wake of Ireland’s financial crisis.,https://newyorker.com/magazine/2015/09/07/in-the-act-of-falling,17,"September 7, 2015 Issue"
2015/08/31,Jensen Beach,“The Apartment”,Fiction: A new neighbor prompts memories of a long-lost lover for a woman caught in an unhappy marriage.,https://newyorker.com/magazine/2015/08/31/the-apartment,17,"August 31, 2015 Issue"
2015/08/24,Alice McDermott,"“These Short, Dark Days”","In a new story, a nun copes with a death in turn-of-the-century Brooklyn.",https://newyorker.com/magazine/2015/08/24/these-short-dark-days,17,"August 24, 2015 Issue"
2015/08/10,Michael Cunningham,“Little Man”,"Fiction: “Rumpelstiltskin,” reinvented.",https://newyorker.com/magazine/2015/08/10/little-man,17,"August 10 & 17, 2015 Issue"
2015/08/03,Heinz Insu Fenkl,“Five Arrows”,"New fiction: A boy visits his uncle in the Korean countryside, and hears the tale of the night he was seduced by a ghost in the woods.",https://newyorker.com/magazine/2015/08/03/five-arrows,17,"August 3, 2015 Issue"
2015/07/27,Tessa Hadley,“Silk Brocade”,"New fiction: “It was about a wedding dress, of course. The wedding would be in June, Nola said.”",https://newyorker.com/magazine/2015/07/27/silk-brocade,17,"July 27, 2015 Issue"
2015/07/20,Lauren Groff,“Ghosts and Empties”,"In a new story, a young mother walks the streets of her neighborhood at night, watching the lives of her neighbors as she escapes her own.",https://newyorker.com/magazine/2015/07/20/ghosts-and-empties,17,"July 20, 2015 Issue"
2015/07/06,Alejandro Zambra,Reading Comprehension: Text No. 1,"Fiction by Alejandro Zambra: “ ‘The National Institute is rotten, but the world is rotten,’ he said. ‘They prepared you for this.’ ”",https://newyorker.com/magazine/2015/07/06/reading-comprehension-text-no-1,17,"July 6 & 13, 2015 Issue"
2015/06/29,Louise Erdrich,“The Flower”,A new story: An Ojibwe girl and a white clerk make a daring escape through the frozen north.,https://newyorker.com/magazine/2015/06/29/the-flower,17,"June 29, 2015 Issue"
2015/06/22,Ben Marcus,“The Grow-Light Blues”,"A new story: When a tech company develops a radical nutrition system, an employee becomes a guinea pig and a martyr.",https://newyorker.com/magazine/2015/06/22/the-grow-light-blues,17,"June 22, 2015 Issue"
2015/06/08,Zadie Smith,“Escape from New York”,“He could not get over how well he was handling the apocalypse so far.”,https://newyorker.com/magazine/2015/06/08/escape-from-new-york,18,"June 8 & 15, 2015 Issue"
2015/06/08,Primo Levi,Quaestio de Centauris,"“Despite his two hundred and sixty years, his appearance was youthful, in both his human and his equine aspects.”",https://newyorker.com/magazine/2015/06/08/quaestio-de-centauris,18,"June 8 & 15, 2015 Issue"
2015/06/08,Jonathan Franzen,“The Republic of Bad Taste”,“He didn’t want this to be just another seduction. He wanted her to be the way out of the wasteland of seduction he’d been living in.”,https://newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste,18,"June 8 & 15, 2015 Issue"
2015/06/08,Karen Russell,“The Prospectors”,"A new story: “Perhaps the knowledge of one’s death, ceaselessly swallowed, is the very food you need to become a ghost.”",https://newyorker.com/magazine/2015/06/08/the-prospectors,18,"June 8 & 15, 2015 Issue"
2015/06/08,Jonathan Safran Foer,“Love Is Blind and Deaf”,"“They ate apples when they ate and, after a while, they knew it all.”",https://newyorker.com/magazine/2015/06/08/love-is-blind-and-deaf,18,"June 8 & 15, 2015 Issue"
2015/06/01,Salman Rushdie,“The Duniazát”,"New fiction: “Being a man of reason, Ibn Rushd did not guess that the girl was a supernatural creature, a jinnia.”",https://newyorker.com/magazine/2015/06/01/the-duniazat,18,"June 1, 2015 Issue"
2015/05/25,Dorthe Nors,“The Freezer Chest”,"New fiction: “That’s how I recall it, a great lid, and beneath it a frozen darkness that was all my own.”",https://newyorker.com/magazine/2015/05/25/the-freezer-chest,18,"May 25, 2015 Issue"
2015/05/18,Justin Taylor,"“So You’re Just What, Gone?”","New fiction: “There are literally dozens of texts from Mark Perv waiting for her, which is both surprising and not.”",https://newyorker.com/magazine/2015/05/18/so-youre-just-what-gone,18,"May 18, 2015 Issue"
2015/05/11,Sheila Heti,“My Life Is a Joke”,New fiction: “That is how I died—as a chicken crossing the road to get to the other side.”,https://newyorker.com/magazine/2015/05/11/my-life-is-a-joke,18,"May 11, 2015 Issue"
2015/05/04,Milan Kundera,“The Apologizer”,"New fiction: “He was gentle and intelligent like his father; and he would always be an intruder, as his mother had viewed him.”",https://newyorker.com/magazine/2015/05/04/the-apologizer,18,"May 4, 2015 Issue"
2015/04/27,Luke Mogelson,Peacetime,Fiction by Luke Mogelson: “I was living in the armory on Lexington Avenue. First Sergeant Diaz had given me the keys.”,https://newyorker.com/magazine/2015/04/27/peacetime,19,"April 27, 2015 Issue"
2015/04/20,Ann Beattie,Major Maybe,"Fiction: “We were so simpatico we morphed into an old married couple, in speeded-up time.”",https://newyorker.com/magazine/2015/04/20/major-maybe,19,"April 20, 2015 Issue"
2015/04/13,Chimamanda Ngozi Adichie,“Apollo”,"New fiction: “Nothing changed when Raphael came to live with us, not at first.”",https://newyorker.com/magazine/2015/04/13/apollo,19,"April 13, 2015 Issue"
2015/04/06,Kamel Daoud,“Musa”,The brother of the Arab murdered in Albert Camus’s “The Stranger” tells his story.,https://newyorker.com/magazine/2015/04/06/musa,19,"April 6, 2015 Issue"
2015/03/30,Thomas Pierce,This Is an Alert,"New fiction: “Somewhere up there, above the clouds, in the high hazy blue-black atmosphere, the war is being fought.”",https://newyorker.com/magazine/2015/03/30/this-is-an-alert,19,"March 30, 2015 Issue"
2015/03/23,Colm Tóibín,“Sleep”,"New fiction: “He is, he says, going to use hypnosis. We will both need to be quiet.”",https://newyorker.com/magazine/2015/03/23/sleep-fiction-colm-toibin,19,"March 23, 2015 Issue"
2015/03/16,Sarah Braunstein,“All You Have to Do”,New fiction: “This was at a point in Sid’s life when he was still ﬂattered when an older man shook his hand.”,https://newyorker.com/magazine/2015/03/16/all-you-have-to-do,19,"March 16, 2015 Issue"
2015/03/09,Stephen King,“A Death”,"New fiction: “At noon on the day of Rebecca Cline’s murder, there had been a birthday party, with cake and ice cream.”",https://newyorker.com/magazine/2015/03/09/a-death-stephen-king,19,"March 9, 2015 Issue"
2015/02/23,Haruki Murakami,Kino,New fiction: “There was something about him that stirred up the dark side in other people.”,https://newyorker.com/magazine/2015/02/23/kino,19,"February 23 & March 2, 2015 Issue"
2015/02/16,Amelia Gray,Labyrinth,"New fiction by Amelia Gray: “‘He’s got balls,’ said Dale, a true friend.”",https://newyorker.com/magazine/2015/02/16/labyrinth-4,19,"February 16, 2015 Issue"
1987/06/08,Robert Stone,Helping,"Fiction by Robert Stone: “Day in, day out, he was sober. At times, it was almost stimulating.”",https://newyorker.com/magazine/1987/06/08/helping-2,20,"June 8, 1987 Issue"
2015/02/09,Toni Morrison,Sweetness,"New fiction by Toni Morrison: “With that skin, there was no point in being tough or sassy, even when you were right.”",https://newyorker.com/magazine/2015/02/09/sweetness-2,20,"February 9, 2015 Issue"
2015/02/02,Elizabeth Harrower,Alice,"Fiction by Elizabeth Harrower: “The question was: Could one terribly good girl ever, in her mother’s eyes, equal one boy? And the answer was no.”",https://newyorker.com/magazine/2015/02/02/alice,20,"February 2, 2015 Issue"
2015/01/26,Isaac Bashevis Singer,Inventions,"Fiction by Isaac Bashevis Singer: “There are facts that a man must disown, even to himself. There are secrets one must take to the grave.”",https://newyorker.com/magazine/2015/01/26/inventions-2,20,"January 26, 2015 Issue"
2015/01/19,J. Robert Lennon,Breadman,"New fiction by J. Robert Lennon: “The flour seemed a bit theatrical to me—yes, he was a baker, but were these the clothes he baked in?”",https://newyorker.com/magazine/2015/01/19/breadman,20,"January 19, 2015 Issue"
2015/01/12,Robert Coover,The Crabapple Tree,"New fiction by Robert Coover: “Over the years, we got used to thinking of Marleen as something eerie but mostly harmless at the edge of our lives.”",https://newyorker.com/magazine/2015/01/12/crabapple-tree,20,"January 12, 2015 Issue"
2015/01/05,Colin Barrett,The Ways,"New fiction by Colin Barrett: “Off school, and drinking when she liked: Pell had Nick under her thumb.”",https://newyorker.com/magazine/2015/01/05/ways-2,20,"January 5, 2015 Issue"
2014/12/22,Nuruddin Farah,The Start of the Affair,"New fiction by Nuruddin Farah: “He wishes he were an artist and Ahmed a nude subject, posing to be drawn.”",https://newyorker.com/magazine/2014/12/22/start-affair,20,"December 22 & 29, 2014 Issue"
2014/12/15,Elizabeth McKenzie,Savage Breast,"New fiction by Elizabeth McKenzie. “Mama?” I called, even though of course she was no longer living. Instead, a large beast swept in.",https://newyorker.com/magazine/2014/12/15/savage-breast,20,"December 15, 2014 Issue"
2014/12/08,Tim Parks,Reverend,New fiction by Tim Parks: “He was always ready to be meeting people. To be saving their souls.”,https://newyorker.com/magazine/2014/12/08/reverend,20,"December 8, 2014 Issue"
2014/12/01,Etgar Keret,One Gram Short,"New fiction by Etgar Keret: “All I want is a single bud, even a joint, to smoke with a pretty girl who laughs at my jokes.“",https://newyorker.com/magazine/2014/12/01/one-gram-short,21,"December 1, 2014 Issue"
2014/11/24,Brad Watson,Eykelboom,New fiction by Brad Watson: “What he had done to bring down his father’s wrath no one knew.”,https://newyorker.com/magazine/2014/11/24/eykelboom,21,"November 24, 2014 Issue"
2014/11/17,Dave Eggers,“The Alaska of Giants and Gods”,“The Lower Forty-eight was full of cowards and thieves and it was time for mountains and people of truth and courage.”,https://newyorker.com/magazine/2014/11/17/alaska-giants-gods,21,"November 17, 2014 Issue"
2014/11/10,Antonya Nelson,Primum Non Nocere,New fiction by Antonya Nelson: “Maybe all mothers existed in order to torment their daughters with news of the future.”,https://newyorker.com/magazine/2014/11/10/primum-non-nocere,21,"November 10, 2014 Issue"
2014/11/03,Jess Row,The Empties,"New fiction by Jess Row. “Some people, you get a little liquor in them and it’s all about the old times. They want to huddle up and sing Lady Gaga.”",https://newyorker.com/magazine/2014/11/03/empties,21,"November 3, 2014 Issue"
2014/10/27,Tom Hanks,Alan Bean Plus Four,Fiction by Tom Hanks: “We took hundreds of selﬁes with the Earth in the window.”,https://newyorker.com/magazine/2014/10/27/alan-bean-plus-four,21,"October 27, 2014 Issue"
2014/10/20,Kirstin Valdez Quade,Ordinary Sins,"Fiction by Kirstin Valdez Quade: Last night, Crystal dreamed she was sitting naked on the church’s rectory couch.",https://newyorker.com/magazine/2014/10/20/ordinary-sins,21,"October 20, 2014 Issue"
2014/10/13,Haruki Murakami,Scheherazade,"Fiction by Haruki Murakami: “Each time they had sex, she told Habara a strange and gripping story afterward.”",https://newyorker.com/magazine/2014/10/13/scheherazade-3,21,"October 13, 2014 Issue"
2014/10/06,Kevin Canty,"Story, With Bird","Fiction by Kevin Canty: “The world divided itself into the drinking and the hangover, day and night, and we lived for the nights.”",https://newyorker.com/magazine/2014/10/06/story-bird,21,"October 6, 2014 Issue"
2014/09/29,Paul La Farge,Rosendale,“One night they had a contest to see who could write the most frightening story. . . .” Fiction by Paul La Farge.,https://newyorker.com/magazine/2014/09/29/rosendale,21,"September 29, 2014 Issue"
2014/09/22,Victor Lodato,"Jack, July","Fiction by Victor Lodato: “Soon, he knew, the freak would come, the soul-suck, if he didn’t get one of two things: more crystal or a sound sleep.”",https://newyorker.com/magazine/2014/09/22/jack-july,22,"September 22, 2014 Issue"
2014/09/15,Danielle McLaughlin,The Dinosaurs on Other Planets,"Fiction by Danielle McLaughlin: “It was dizzying: the unimaginable expanses of space and time, the vast, spinning universe.”",https://newyorker.com/magazine/2014/09/15/dinosaurs-planets,22,"September 15, 2014 Issue"
2014/09/08,Thomas McGuane,Motherlode,Fiction by Thomas McGuane: “He should have spent the day at Jorgensen’s with his arm up a cow’s ass.... But the roll of money in Ray’s pack made him wonder how anxious he was to get back to work.”,https://newyorker.com/magazine/2014/09/08/motherlode,22,"September 8, 2014 Issue"
2014/09/01,Joseph O’Neill,The Referees,"Fiction by Joseph O’Neill. “There are a lot of ethical, pleasant, and dependable people notionally out there. It’s intimidating, frankly.”",https://newyorker.com/magazine/2014/09/01/referees,22,"September 1, 2014 Issue"
2014/08/25,Tessa Hadley,One Saturday Morning,"Fiction by Tessa Hadley. “She couldn’t get rid of the terrible knowledge that Dom had brought; it seemed to be stuck inside her, in her stomach or her throat.”",https://newyorker.com/magazine/2014/08/25/one-saturday-morning,22,"August 25, 2014 Issue"
2014/08/11,César Aira,Picasso,Would you rather have a Picasso or be Picasso? Fiction by César Aira.,https://newyorker.com/magazine/2014/08/11/picasso,22,"August 11 & 18, 2014 Issue"
2014/08/04,Paul Theroux,Action,"Fiction by Paul Theroux: “It all stank pleasantly of wickedness, and if I’d known anything I would have recognized it as sensual. But I was ﬁfteen, small for my age, soon to enter my sophomore year of high school. Away from my house I wasn’t sure who I was; I had no self, nothing to put forward, no idea that I dared express, no voice, nothing but the bravado I’d learned from Eddie.”",https://newyorker.com/magazine/2014/08/04/action-3,22,"August 4, 2014 Issue"
2008/08/04,Roberto Bolaño,Clara,"Fiction by Roberto Bolaño: “Clara” At the start, it all went fine; then Clara returned to the city where she lived, in the south of Spain (she’d been on vacation in Barcelona), and everything began to fall apart.",https://newyorker.com/magazine/2008/08/04/clara-roberto-bolano,22,"August 4, 2008 Issue"
2011/08/01,Justin Torres,Reverting to a Wild State,"A breakup, in reverse.",https://newyorker.com/magazine/2011/08/01/reverting-to-a-wild-state,22,"August 1, 2011 Issue"
2014/07/28,Saïd Sayrafiezadeh,Last Meal at Whole Foods,What should you do when you learn your mother has only a few months to live? A son grapples with his mother’s impending death in Saïd Sayrafiezadeh’s story.,https://newyorker.com/magazine/2014/07/28/last-meal-whole-foods,22,"July 28, 2014 Issue"
2014/07/21,Greg Jackson,Wagner in the Desert,,https://newyorker.com/magazine/2014/07/21/wagner-in-the-desert,23,"July 21, 2014 Issue"
2014/07/07,Allegra Goodman,Apple Cake,,https://newyorker.com/magazine/2014/07/07/apple-cake,23,"July 7, 2014 Issue"
2014/06/30,Rebecca Curtis,The Pink House,,https://newyorker.com/magazine/2014/06/30/the-pink-house,23,"June 30, 2014 Issue"
2014/06/23,Maile Meloy,Madame Lazarus,,https://newyorker.com/magazine/2014/06/23/madame-lazarus,23,"June 23, 2014 Issue"
2014/06/09,Haruki Murakami,Yesterday,,https://newyorker.com/magazine/2014/06/09/yesterday-3,23,"June 9 & 16, 2014 Issue"
2014/06/09,David Gilbert,Here’s the Story,"“It ends with his right hand gripping her left, the curve of her knuckles the pulling yoke. The plane is on its final approach.”",https://newyorker.com/magazine/2014/06/09/heres-the-story,23,"June 9 & 16, 2014 Issue"
2014/06/09,Ramona Ausubel,You Can Find Love Now,,https://newyorker.com/magazine/2014/06/09/you-can-find-love-now,23,"June 9 & 16, 2014 Issue"
2014/06/09,Karen Russell,The Bad Graft,,https://newyorker.com/magazine/2014/06/09/the-bad-graft,23,"June 9 & 16, 2014 Issue"
2014/06/02,Thomas Pierce,Ba Baboon,,https://newyorker.com/magazine/2014/06/02/ba-baboon,23,"June 2, 2014 Issue"
2014/05/26,Alejandro Zambra,Camilo,,https://newyorker.com/magazine/2014/05/26/camilo,23,"May 26, 2014 Issue"
2014/05/19,Robert Coover,The Waitress,,https://newyorker.com/magazine/2014/05/19/the-waitress,24,"May 19, 2014 Issue"
2014/05/12,Lyudmila Ulitskaya,The Fugitive,,https://newyorker.com/magazine/2014/05/12/the-fugitive,24,"May 12, 2014 Issue"
2014/05/05,Sam Lipsyte,The Naturals,,https://newyorker.com/magazine/2014/05/05/the-naturals,24,"May 5, 2014 Issue"
2014/04/28,Shirley Jackson,Fiction by Shirley Jackson: The Man in the Woods,"A short story by Jackson, from 2014.",https://newyorker.com/magazine/2014/04/28/the-man-in-the-woods,24,"April 28, 2014 Issue"
2014/04/21,Thomas McGuane,Hubcaps,,https://newyorker.com/magazine/2014/04/21/hubcaps,24,"April 21, 2014 Issue"
2014/04/14,Roddy Doyle,Box Sets,,https://newyorker.com/magazine/2014/04/14/box-sets,24,"April 14, 2014 Issue"
2014/04/07,Jonathan Lethem,“Pending Vegan”,"Fiction: No one knew that Paul Espeseth had renamed himself Pending Vegan. His new name was a mortification, yes, but he clung to it, for it also held some promise of an exalted life, one just beyond reach.",https://newyorker.com/magazine/2014/04/07/pending-vegan,24,"April 7, 2014 Issue"
