date_issued,author,title,description,link,page,issue
2013/08/05,Shirley Jackson,Fiction by Shirley Jackson: Paranoia,"A short story by Jackson, from 2013.",https://newyorker.com/magazine/2013/08/05/paranoia-shirley-jackson,27,"August 5, 2013 Issue"
2013/07/29,Daniel Alarcón,Collectors,,https://newyorker.com/magazine/2013/07/29/collectors-3,28,"July 29, 2013 Issue"
2013/07/22,David Gilbert,From a Farther Room,,https://newyorker.com/magazine/2013/07/22/from-a-farther-room,28,"July 22, 2013 Issue"
2013/07/08,Tobias Wolff,All Ahead of Them,,https://newyorker.com/magazine/2013/07/08/all-ahead-of-them,28,"July 8, 2013 Issue"
2013/07/01,Joyce Carol Oates,Mastiff,,https://newyorker.com/magazine/2013/07/01/mastiff,28,"July 1, 2013 Issue"
2013/06/24,Thomas McGuane,Stars,,https://newyorker.com/magazine/2013/06/24/stars-3,28,"June 24, 2013 Issue"
2013/06/10,Annie Proulx,Rough Deeds,,https://newyorker.com/magazine/2013/06/10/rough-deeds,28,"June 10 & 17, 2013 Issue"
2013/06/10,Sherman Alexie,Happy Trails,,https://newyorker.com/magazine/2013/06/10/happy-trails,28,"June 10 & 17, 2013 Issue"
2013/06/10,Jhumpa Lahiri,Brotherly Love,,https://newyorker.com/magazine/2013/06/10/brotherly-love-2,28,"June 10 & 17, 2013 Issue"
2013/06/10,Dashiell Hammett,An Inch And a Half of Glory,,https://newyorker.com/magazine/2013/06/10/an-inch-and-a-half-of-glory,28,"June 10 & 17, 2013 Issue"
2013/06/10,Ed Park,Slide To Unlock,,https://newyorker.com/magazine/2013/06/10/slide-to-unlock,28,"June 10 & 17, 2013 Issue"
2013/06/03,Akhil Sharma,We Didn’t Like Him,,https://newyorker.com/magazine/2013/06/03/we-didnt-like-him,29,"June 3, 2013 Issue"
2013/05/27,Steven Millhauser,Thirteen Wives,,https://newyorker.com/magazine/2013/05/27/thirteen-wives,29,"May 27, 2013 Issue"
2013/05/20,Ben Marcus,The Dark Arts,,https://newyorker.com/magazine/2013/05/20/the-dark-arts-2,29,"May 20, 2013 Issue"
2013/05/13,Fiona McFarlane,Art Appreciation,,https://newyorker.com/magazine/2013/05/13/art-appreciation,29,"May 13, 2013 Issue"
2013/05/06,Jonathan Lethem,The Gray Goose,,https://newyorker.com/magazine/2013/05/06/the-gray-goose,29,"May 6, 2013 Issue"
2013/04/29,Joshua Ferris,The Fragments,,https://newyorker.com/magazine/2013/04/29/the-fragments,29,"April 29, 2013 Issue"
2013/04/22,Roberto Bolaño,Mexican Manifesto,,https://newyorker.com/magazine/2013/04/22/mexican-manifesto,29,"April 22, 2013 Issue"
2013/04/15,T. Coraghessan Boyle,The Night of the Satellite,,https://newyorker.com/magazine/2013/04/15/the-night-of-the-satellite,29,"April 15, 2013 Issue"
2013/04/08,Tessa Hadley,Valentine,,https://newyorker.com/magazine/2013/04/08/valentine-8,29,"April 8, 2013 Issue"
2013/04/01,Sarah Braunstein,Marjorie Lemke,,https://newyorker.com/magazine/2013/04/01/marjorie-lemke,29,"April 1, 2013 Issue"
2013/03/25,Ruth Prawer Jhabvala,The Judge’s Will,,https://newyorker.com/magazine/2013/03/25/the-judges-will,30,"March 25, 2013 Issue"
2013/03/18,Chimamanda Ngozi Adichie,Checking Out,,https://newyorker.com/magazine/2013/03/18/checking-out,30,"March 18, 2013 Issue"
2013/03/04,Colm Tóibín,Summer of ’38,"Fiction by Colm Tóibín: “Summer of ’38” Rudolfo would be over eighty now, she calculated. Maybe he would still have something of the effortless charm that had come to him that summer as naturally as light did to the morning.",https://newyorker.com/magazine/2013/03/04/summer-of-38,30,"March 4, 2013 Issue"
2013/03/11,Will Mackin,"Will Mackin: ""Kattekoppen""","“Before a mission, I’d study the contour lines within the map circles in order to understand how to navigate the rise and fall of the terrain.”",https://newyorker.com/magazine/2013/03/11/kattekoppen,30,"March 11, 2013 Issue"
2013/02/25,Paul Theroux,The Furies,,https://newyorker.com/magazine/2013/02/25/the-furies-2,30,"February 25, 2013 Issue"
2013/02/11,Zadie Smith,“The Embassy of Cambodia”,"“Who would expect the Embassy of Cambodia? Nobody. Nobody could have expected it, or be expecting it. It’s a surprise, to us all.”",https://newyorker.com/magazine/2013/02/11/the-embassy-of-cambodia,30,"February 11 & 18, 2013 Issue"
2013/02/04,Nicole Krauss,Zusya on the Roof,,https://newyorker.com/magazine/2013/02/04/zusya-on-the-roof,30,"February 4, 2013 Issue"
2013/01/28,Kevin Canty,Mayfly,,https://newyorker.com/magazine/2013/01/28/mayfly,30,"January 28, 2013 Issue"
2013/01/21,Tessa Hadley,Experience,,https://newyorker.com/magazine/2013/01/21/experience-5,30,"January 21, 2013 Issue"
2013/01/14,William Trevor,The Women,,https://newyorker.com/magazine/2013/01/14/the-women-5,30,"January 14, 2013 Issue"
2013/01/07,Rivka Galchen,The Lost Order,,https://newyorker.com/magazine/2013/01/07/the-lost-order,31,"January 7, 2013 Issue"
2012/12/17,Marisa Silver,Creatures,"Fiction by Marisa Silver: “All boys play with guns, James thought suddenly, the defensive rage he’d felt that morning at the preschool resurging.”",https://newyorker.com/magazine/2012/12/17/creatures,31,"December 17, 2012 Issue"
2012/12/24,Thomas Pierce,Shirley Temple Three,,https://newyorker.com/magazine/2012/12/24/shirley-temple-three,31,"December 24 & 31, 2012 Issue"
2012/12/10,Steven Millhauser,A Voice in the Night,,https://newyorker.com/magazine/2012/12/10/a-voice-in-the-night,31,"December 10, 2012 Issue"
2012/12/03,Antonya Nelson,Literally,,https://newyorker.com/magazine/2012/12/03/literally,31,"December 3, 2012 Issue"
2012/11/26,Mo Yan,Bull,,https://newyorker.com/magazine/2012/11/26/bull-2,31,"November 26, 2012 Issue"
2012/11/19,Maile Meloy,Demeter,,https://newyorker.com/magazine/2012/11/19/demeter,31,"November 19, 2012 Issue"
2012/11/12,David Gilbert,Member / Guest,"“Sometimes I feel like a spy, like a double agent, and one day I’m going to give up the goods on all these people here.”",https://newyorker.com/magazine/2012/11/12/member-guest,31,"November 12, 2012 Issue"
2012/10/29,Kevin Barry,Ox Mountain Death Song,,https://newyorker.com/magazine/2012/10/29/ox-mountain-death-song,31,"October 29 & November 5, 2012 Issue"
2012/10/22,Callan Wink,Breatharians,,https://newyorker.com/magazine/2012/10/22/breatharians,31,"October 22, 2012 Issue"
2012/10/15,George Saunders,The Semplica-Girl Diaries,,https://newyorker.com/magazine/2012/10/15/the-semplica-girl-diaries,32,"October 15, 2012 Issue"
2012/10/08,Lara Vapnyar,Fischer Vs. Spassky,,https://newyorker.com/magazine/2012/10/08/fischer-vs-spassky,32,"October 8, 2012 Issue"
2012/10/01,Tony Earley,Jack And the Mad Dog,,https://newyorker.com/magazine/2012/10/01/jack-and-the-mad-dog,32,"October 1, 2012 Issue"
2012/09/24,Mohsin Hamid,The Third-Born,,https://newyorker.com/magazine/2012/09/24/the-third-born,32,"September 24, 2012 Issue"
2012/09/17,Leonid Tsypkin,The Last Few Kilometres,,https://newyorker.com/magazine/2012/09/17/the-last-few-kilometres,32,"September 17, 2012 Issue"
2012/09/10,Thomas McGuane,The Casserole,,https://newyorker.com/magazine/2012/09/10/the-casserole,32,"September 10, 2012 Issue"
2012/09/03,T. Coraghessan Boyle,Birnam Wood,,https://newyorker.com/magazine/2012/09/03/birnam-wood,32,"September 3, 2012 Issue"
2012/08/27,Alice Munro,“Amundsen”,"Fiction: “On the bench outside the station, I sat and waited.”",https://newyorker.com/magazine/2012/08/27/amundsen,32,"August 27, 2012 Issue"
2012/08/13,Justin Taylor,After Ellen,,https://newyorker.com/magazine/2012/08/13/after-ellen,32,"August 13, 2012 Issue"
2012/08/06,F. Scott Fitzgerald,Thank You for the Light,,https://newyorker.com/magazine/2012/08/06/thank-you-for-the-light,32,"August 6, 2012 Issue"
2012/07/30,Zadie Smith,“Permission to Enter”,"Fiction: “In the child’s mind, a breach now appeared: between what she believed she knew of herself, essentially, and her essence as others seemed to understand it.”",https://newyorker.com/magazine/2012/07/30/permission-to-enter,33,"July 30, 2012 Issue"
2012/07/23,Junot Díaz,The Cheater’s Guide to Love,Confessions of a self-professed Casanova.,https://newyorker.com/magazine/2012/07/23/the-cheaters-guide-to-love,33,"July 23, 2012 Issue"
2012/07/09,Tessa Hadley,An Abduction,"“Jane Allsop was abducted when she was fifteen, and nobody noticed.”",https://newyorker.com/magazine/2012/07/09/an-abduction,33,"July 9, 2012 Issue"
2012/07/02,Paul La Farge,Another Life,,https://newyorker.com/magazine/2012/07/02/another-life-2,33,"July 2, 2012 Issue"
2012/06/25,Shani Boianjiu,Shani Boianjiu: “Means of Suppressing Demonstrations’”,"“She knew that her military service was approaching its end, but could not feel it.”",https://newyorker.com/magazine/2012/06/25/means-of-suppressing-demonstrations,33,"June 25, 2012 Issue"
2012/06/18,Ben Lerner,The Golden Vanity,,https://newyorker.com/magazine/2012/06/18/the-golden-vanity,33,"June 18, 2012 Issue"
2012/06/04,Jennifer Egan,Black Box,“Knowing your latitude and longitude is not the same as knowing where you are.”,https://newyorker.com/magazine/2012/06/04/black-box-2,33,"June 4 & 11, 2012 Issue"
2012/06/04,Sam Lipsyte,The Republic of Empathy,,https://newyorker.com/magazine/2012/06/04/the-republic-of-empathy,33,"June 4 & 11, 2012 Issue"
2012/06/04,Junot Díaz,Monstro,,https://newyorker.com/magazine/2012/06/04/monstro,33,"June 4 & 11, 2012 Issue"
2012/06/04,Jonathan Lethem,My Internet,,https://newyorker.com/magazine/2012/06/04/my-internet,33,"June 4 & 11, 2012 Issue"
2012/05/28,Lorrie Moore,Referential,,https://newyorker.com/magazine/2012/05/28/referential,34,"May 28, 2012 Issue"
2012/05/21,Maile Meloy,The Proxy Marriage,"Fiction by Maile Meloy: “The Proxy Marriage” Bridey’s father came to her and William with a request. He’d been asked to arrange a proxy wedding for a Marine corporal in Kandahar and his fiancée, who was in North Carolina and pregnant. Would they be the proxies?",https://newyorker.com/magazine/2012/05/21/the-proxy-marriage,34,"May 21, 2012 Issue"
2012/05/14,Peter Stamm,Sweet Dreams,,https://newyorker.com/magazine/2012/05/14/sweet-dreams,34,"May 14, 2012 Issue"
2012/05/07,Louise Erdrich,Nero,,https://newyorker.com/magazine/2012/05/07/nero,34,"May 7, 2012 Issue"
2012/04/30,Ian McEwan,Hand on the Shoulder,,https://newyorker.com/magazine/2012/04/30/hand-on-the-shoulder,34,"April 30, 2012 Issue"
2012/04/23,Junot Díaz,Miss Lora,,https://newyorker.com/magazine/2012/04/23/miss-lora,34,"April 23, 2012 Issue"
2012/04/16,Colum McCann,Transatlantic,,https://newyorker.com/magazine/2012/04/16/transatlantic-3,34,"April 16, 2012 Issue"
2012/04/09,Jonathan Lethem,The Porn Critic,,https://newyorker.com/magazine/2012/04/09/the-porn-critic,34,"April 9, 2012 Issue"
2012/04/02,Victor Lodato,P.E.,,https://newyorker.com/magazine/2012/04/02/p-e,34,"April 2, 2012 Issue"
2012/03/26,Antonya Nelson,Chapter Two,,https://newyorker.com/magazine/2012/03/26/chapter-two,34,"March 26, 2012 Issue"
2012/03/19,Rivka Galchen,Appreciation,,https://newyorker.com/magazine/2012/03/19/appreciation-7,35,"March 19, 2012 Issue"
2012/03/12,Donald Antrim,Ever Since,,https://newyorker.com/magazine/2012/03/12/ever-since,35,"March 12, 2012 Issue"
2012/03/05,Alice Munro,Haven,,https://newyorker.com/magazine/2012/03/05/haven-alice-munro,35,"March 5, 2012 Issue"
2012/02/27,Thomas McGuane,A Prairie Girl,,https://newyorker.com/magazine/2012/02/27/a-prairie-girl,35,"February 27, 2012 Issue"
2012/02/13,Michael Chabon,Citizen Conn,What was it that drove two best friends and collaborators—creators of cult comic books—apart?,https://newyorker.com/magazine/2012/02/13/citizen-conn,35,"February 13 & 20, 2012 Issue"
2012/02/06,T. Coraghessan Boyle,Los Gigantes,,https://newyorker.com/magazine/2012/02/06/los-gigantes,35,"February 6, 2012 Issue"
2012/01/30,Alice McDermott,“Someone”,"“It must have been second nature to him, this veering attention. But for her it was both devastating and thrilling.”",https://newyorker.com/magazine/2012/01/30/someone,35,"January 30, 2012 Issue"
2012/01/23,Roberto Bolaño,Labyrinth,,https://newyorker.com/magazine/2012/01/23/labyrinth-roberto-bolano,35,"January 23, 2012 Issue"
2012/01/16,Saïd Sayrafiezadeh,A Brief Encounter with the Enemy,,https://newyorker.com/magazine/2012/01/16/a-brief-encounter-with-the-enemy,35,"January 16, 2012 Issue"
2012/01/09,John Lanchester,Expectations,,https://newyorker.com/magazine/2012/01/09/expectations-john-lanchester,35,"January 9, 2012 Issue"
2012/01/02,Etgar Keret,Creative Writing,,https://newyorker.com/magazine/2012/01/02/creative-writing,36,"January 2, 2012 Issue"
2011/12/19,Margaret Atwood,Stone Mattress,,https://newyorker.com/magazine/2011/12/19/stone-mattress,36,"December 19 & 26, 2011 Issue"
2011/12/12,Nathan Englander,What We Talk About When We Talk About Anne Frank,,https://newyorker.com/magazine/2011/12/12/what-we-talk-about-when-we-talk-about-anne-frank,36,"December 12, 2011 Issue"
2011/12/05,César Aira,The Musical Brain,,https://newyorker.com/magazine/2011/12/05/the-musical-brain,36,"December 5, 2011 Issue"
2011/11/28,Alice Munro,Leaving Maverley,,https://newyorker.com/magazine/2011/11/28/leaving-maverley,36,"November 28, 2011 Issue"
2011/11/21,Sam Lipsyte,The Climber Room,,https://newyorker.com/magazine/2011/11/21/the-climber-room,36,"November 21, 2011 Issue"
2011/11/14,Steven Millhauser,Miracle Polish,,https://newyorker.com/magazine/2011/11/14/miracle-polish,36,"November 14, 2011 Issue"
2011/11/07,Tessa Hadley,The Stain,,https://newyorker.com/magazine/2011/11/07/the-stain,36,"November 7, 2011 Issue"
2011/10/31,George Saunders,“Tenth of December”,“Wasn’t overcoming this feeling of fear what truly distinguished the brave?”,https://newyorker.com/magazine/2011/10/31/tenth-of-december,36,"October 31, 2011 Issue"
2011/10/24,Caitlin Horrocks,Sun City,,https://newyorker.com/magazine/2011/10/24/sun-city,36,"October 24, 2011 Issue"
2011/10/10,David Long,Oubliette,,https://newyorker.com/magazine/2011/10/10/oubliette,37,"October 10, 2011 Issue"
2011/10/03,Thomas McGuane,The House on Sand Creek,,https://newyorker.com/magazine/2011/10/03/the-house-on-sand-creek,37,"October 3, 2011 Issue"
2011/09/26,Callan Wink,Dog Run Moon,,https://newyorker.com/magazine/2011/09/26/dog-run-moon,37,"September 26, 2011 Issue"
2011/09/19,Ann Beattie,“Starlight”,"Fiction: “If it has to be done, it has to be done. Ollie’s been here for all of it, so of course he’s here for the final photograph of the Nixons in the White House.”",https://newyorker.com/magazine/2011/09/19/starlight-ann-beattie,37,"September 19, 2011 Issue"
2011/09/12,Yi Mun-yol,An Anonymous Island,,https://newyorker.com/magazine/2011/09/12/an-anonymous-island,37,"September 12, 2011 Issue"
2011/09/05,Haruki Murakami,Town of Cats,,https://newyorker.com/magazine/2011/09/05/town-of-cats,37,"September 5, 2011 Issue"
2011/08/29,David Means,El Morro,,https://newyorker.com/magazine/2011/08/29/el-morro,37,"August 29, 2011 Issue"
2011/08/15,Yosef Hayim Yerushalmi,Gilgul,,https://newyorker.com/magazine/2011/08/15/gilgul,37,"August 15, 2011 Issue"
2011/08/08,Ben Marcus,What Have You Done?,,https://newyorker.com/magazine/2011/08/08/what-have-you-done,37,"August 8, 2011 Issue"
2011/07/25,Robert Coover,“Matinée”,"“She takes her favorite seat in the middle of the seventh row, hoping to experience once again the consoling power of sudden uncomplicated love.”",https://newyorker.com/magazine/2011/07/25/matinee-robert-coover,37,"July 25, 2011 Issue"
2011/07/11,Ruth Prawer Jhabvala,“Aphrodisiac”,"“Things began to change in the house. Actually, physically, they had begun to change soon after Naina’s arrival.”",https://newyorker.com/magazine/2011/07/11/aphrodisiac,38,"July 11 & 18, 2011 Issue"
2011/07/04,Julian Barnes,Homage To Hemingway,,https://newyorker.com/magazine/2011/07/04/homage-to-hemingway,38,"July 4, 2011 Issue"
2011/06/27,Alice Munro,Gravel,,https://newyorker.com/magazine/2011/06/27/gravel-alice-munro,38,"June 27, 2011 Issue"
2011/06/13,Jeffrey Eugenides,Asleep in the Lord,,https://newyorker.com/magazine/2011/06/13/asleep-in-the-lord,38,"June 13 & 20, 2011 Issue"
2011/06/13,George Saunders,Home,"“Three cars for two grownups, I thought. What a country. What a couple of selfish dicks my wife and her new husband were.”",https://newyorker.com/magazine/2011/06/13/home-george-saunders,38,"June 13 & 20, 2011 Issue"
2011/06/13,Lauren Groff,Above And Below,,https://newyorker.com/magazine/2011/06/13/above-and-below,38,"June 13 & 20, 2011 Issue"
2011/06/06,Tessa Hadley,Clever Girl,"Fiction by Tessa Hadley: “When Madeleine and I went back to our different schools, the cult cooled down but didn’t die.”",https://newyorker.com/magazine/2011/06/06/clever-girl,38,"June 6, 2011 Issue"
2011/05/30,Kate Walbert,M&M World,,https://newyorker.com/magazine/2011/05/30/mm-world,38,"May 30, 2011 Issue"
2011/05/23,Ron Rash,The Trusty,,https://newyorker.com/magazine/2011/05/23/the-trusty,38,"May 23, 2011 Issue"
2011/05/16,Michael Ondaatje,The Cat's Table,,https://newyorker.com/magazine/2011/05/16/the-cats-table,38,"May 16, 2011 Issue"
2011/05/09,Donald Antrim,He Knew,,https://newyorker.com/magazine/2011/05/09/he-knew,39,"May 9, 2011 Issue"
2011/05/02,Sam Lipsyte,Deniers,,https://newyorker.com/magazine/2011/05/02/deniers,39,"May 2, 2011 Issue"
2011/04/25,Thomas McGuane,The Good Samaritan,,https://newyorker.com/magazine/2011/04/25/the-good-samaritan,39,"April 25, 2011 Issue"
2011/04/18,Ludmilla Petrushevskaya,A Withered Branch,,https://newyorker.com/magazine/2011/04/18/a-withered-branch,39,"April 18, 2011 Issue"
2011/04/11,Keith Ridgway,Goo Book,,https://newyorker.com/magazine/2011/04/11/goo-book,39,"April 11, 2011 Issue"
2011/04/04,Ramona Ausubel,Atria,,https://newyorker.com/magazine/2011/04/04/atria,39,"April 4, 2011 Issue"
2011/03/28,Haruki Murakami,U.F.O. in Kushiro,,https://newyorker.com/magazine/2011/03/28/u-f-o-in-kushiro-haruki-murakami,39,"March 28, 2011 Issue"
2011/03/21,Ben Marcus,Rollingwood,,https://newyorker.com/magazine/2011/03/21/rollingwood,39,"March 21, 2011 Issue"
2011/03/14,Robert Coover,Going for a Beer,,https://newyorker.com/magazine/2011/03/14/going-for-a-beer,39,"March 14, 2011 Issue"
2011/03/07,David Foster Wallace,“Backbone”,"Fiction: “Every whole person has ambitions, objectives, initiatives, goals. This one particular boy’s goal was to be able to press his lips to every square inch of his own body.”",https://newyorker.com/magazine/2011/03/07/backbone,39,"March 7, 2011 Issue"
2011/02/28,Saïd Sayrafiezadeh,Paranoia,,https://newyorker.com/magazine/2011/02/28/paranoia-said-sayrafiezadeh,40,"February 28, 2011 Issue"
2011/02/14,Mary Gaitskill,The Other Place,,https://newyorker.com/magazine/2011/02/14/the-other-place,40,"February 14 & 21, 2011 Issue"
2011/02/07,Tessa Hadley,Honor,,https://newyorker.com/magazine/2011/02/07/honor-tessa-hadley,40,"February 7, 2011 Issue"
2011/01/31,Alice Munro,Axis,,https://newyorker.com/magazine/2011/01/31/axis-alice-munro,40,"January 31, 2011 Issue"
2011/01/24,Hisham Matar,Naima,,https://newyorker.com/magazine/2011/01/24/naima,40,"January 24, 2011 Issue"
2011/01/17,Amos Oz,The King of Norway,,https://newyorker.com/magazine/2011/01/17/the-king-of-norway,40,"January 17, 2011 Issue"
2011/01/10,Louise Erdrich,The Years of My Birth,,https://newyorker.com/magazine/2011/01/10/the-years-of-my-birth,40,"January 10, 2011 Issue"
2011/01/03,Steven Millhauser,Getting Closer,"“He knows exactly when it all begins: it begins when he enters the water. That’s the agreement he’s made with himself, summer after summer.”",https://newyorker.com/magazine/2011/01/03/getting-closer-steven-millhauser,40,"January 3, 2011 Issue"
2010/12/20,George Saunders,Escape from Spiderhead,,https://newyorker.com/magazine/2010/12/20/escape-from-spiderhead,40,"December 20 & 27, 2010 Issue"
2010/12/13,Nuruddin Farah,Youngthing,,https://newyorker.com/magazine/2010/12/13/youngthing,40,"December 13, 2010 Issue"
2010/12/06,Jim Gavin,Costello,,https://newyorker.com/magazine/2010/12/06/costello,41,"December 6, 2010 Issue"
2010/11/29,Samantha Hunt,The Yellow,,https://newyorker.com/magazine/2010/11/29/the-yellow,41,"November 29, 2010 Issue"
2010/11/22,E. L. Doctorow,Assimilation,,https://newyorker.com/magazine/2010/11/22/assimilation,41,"November 22, 2010 Issue"
2010/11/15,Tessa Hadley,The Trojan Prince,,https://newyorker.com/magazine/2010/11/15/the-trojan-prince,41,"November 15, 2010 Issue"
2010/11/08,Jim Shepard,Boys Town,,https://newyorker.com/magazine/2010/11/08/boys-town,41,"November 8, 2010 Issue"
2010/11/01,Frances Hwang,Blue Roses,,https://newyorker.com/magazine/2010/11/01/blue-roses,41,"November 1, 2010 Issue"
2010/10/25,David Means,"The Tree Line, Kansas, 1934","Fiction by David Means: Carson’s men strode ahead, as if through the streets of Chicago, their black suit coats even blacker in the hazy light.",https://newyorker.com/magazine/2010/10/25/the-tree-line-kansas-1934,41,"October 25, 2010 Issue"
2010/10/18,Richard Powers,To the Measures Fall,,https://newyorker.com/magazine/2010/10/18/to-the-measures-fall,41,"October 18, 2010 Issue"
2010/10/11,Alice Munro,Corrie,,https://newyorker.com/magazine/2010/10/11/corrie,41,"October 11, 2010 Issue"
2010/10/04,Sam Lipsyte,The Dungeon Master,,https://newyorker.com/magazine/2010/10/04/the-dungeon-master,41,"October 4, 2010 Issue"
2010/06/07,Jeffrey Eugenides,Extreme Solitude,,https://newyorker.com/magazine/2010/06/07/extreme-solitude,42,"June 7, 2010 Issue"
2010/05/31,Jonathan Franzen,Agreeable,,https://newyorker.com/magazine/2010/05/31/agreeable,42,"May 31, 2010 Issue"
2010/05/24,Roddy Doyle,Ash,,https://newyorker.com/magazine/2010/05/24/ash,42,"May 24, 2010 Issue"
2010/05/17,Nathan Englander,Nathan Englander: “Free Fruit for Young Widows”,“He was using the same word about the same people in the same desert that had been used thousands of years before.”,https://newyorker.com/magazine/2010/05/17/free-fruit-for-young-widows,42,"May 17, 2010 Issue"
2010/05/10,Dagoberto Gilb,Uncle Rock,,https://newyorker.com/magazine/2010/05/10/uncle-rock,42,"May 10, 2010 Issue"
2010/05/03,Allegra Goodman,La Vita Nuova,,https://newyorker.com/magazine/2010/05/03/la-vita-nuova,42,"May 3, 2010 Issue"
2010/04/26,E. L. Doctorow,Edgemont Drive,,https://newyorker.com/magazine/2010/04/26/edgemont-drive,42,"April 26, 2010 Issue"
2010/04/19,Roberto Bolaño,Prefiguration of Lalo Cura,,https://newyorker.com/magazine/2010/04/19/prefiguration-of-lalo-cura,42,"April 19, 2010 Issue"
2010/04/12,Ben Loory,The TV,,https://newyorker.com/magazine/2010/04/12/the-tv,42,"April 12, 2010 Issue"
2010/04/05,Janet Frame,Gavin Highly,,https://newyorker.com/magazine/2010/04/05/gavin-highly,42,"April 5, 2010 Issue"
2010/03/29,Joyce Carol Oates,I.D.,,https://newyorker.com/magazine/2010/03/29/i-d,43,"March 29, 2010 Issue"
2010/03/22,Junot Díaz,The Pura Principle,,https://newyorker.com/magazine/2010/03/22/the-pura-principle,43,"March 22, 2010 Issue"
2010/03/15,David Means,The Knocking,,https://newyorker.com/magazine/2010/03/15/the-knocking,43,"March 15, 2010 Issue"
2010/03/08,Jennifer Egan,“Ask Me If I Care”,Fiction: “One thing I’ve noticed: there are no real punk rockers with freckles. They don’t exist.”,https://newyorker.com/magazine/2010/03/08/ask-me-if-i-care,43,"March 8, 2010 Issue"
2010/03/01,Saïd Sayrafiezadeh,Appetite,,https://newyorker.com/magazine/2010/03/01/appetite,43,"March 1, 2010 Issue"
2010/02/15,Claire Keegan,Foster,"A child, sent to stay with foster parents in rural Ireland while her mother gives birth, discovers a tragic secret.",https://newyorker.com/magazine/2010/02/15/foster,43,"February 15, 2010 Issue"
2010/02/08,Roberto Bolaño,William Burns,,https://newyorker.com/magazine/2010/02/08/william-burns,43,"February 8, 2010 Issue"
2010/02/01,Kevin Barry,Fjord of Killary,,https://newyorker.com/magazine/2010/02/01/fjord-of-killary,43,"February 1, 2010 Issue"
2010/01/25,E. O. Wilson,Trailhead,,https://newyorker.com/magazine/2010/01/25/trailhead,43,"January 25, 2010 Issue"
2010/01/18,T. Coraghessan Boyle,A Death in Kitchawank,,https://newyorker.com/magazine/2010/01/18/a-death-in-kitchawank,43,"January 18, 2010 Issue"
2010/01/11,Jennifer Egan,Safari,,https://newyorker.com/magazine/2010/01/11/safari-3,44,"January 11, 2010 Issue"
2010/01/04,Uwem Akpan,Baptizing the Gun,,https://newyorker.com/magazine/2010/01/04/baptizing-the-gun,44,"January 4, 2010 Issue"
2009/12/21,Helen Simpson,Diary of an Interesting Year,,https://newyorker.com/magazine/2009/12/21/diary-of-an-interesting-year,44,"December 21, 2009 Issue"
2009/12/14,David Foster Wallace,All That,“The toy cement mixer is the origin of the religious feeling that has informed most of my adult life.”,https://newyorker.com/magazine/2009/12/14/all-that-2,44,"December 14, 2009 Issue"
2009/12/07,Ian McEwan,The Use of Poetry,,https://newyorker.com/magazine/2009/12/07/the-use-of-poetry,44,"December 7, 2009 Issue"
2009/11/30,Don DeLillo,Midnight in Dostoevsky,,https://newyorker.com/magazine/2009/11/30/midnight-in-dostoevsky,44,"November 30, 2009 Issue"
2009/11/23,Sam Shepard,Indianapolis (Highway 74),,https://newyorker.com/magazine/2009/11/23/indianapolis-highway-74,44,"November 23, 2009 Issue"
2009/11/16,Yiyun Li,Alone,,https://newyorker.com/magazine/2009/11/16/alone-8,44,"November 16, 2009 Issue"
2009/11/09,Stephen King,Premium Harmony,,https://newyorker.com/magazine/2009/11/09/premium-harmony,44,"November 9, 2009 Issue"
2009/11/02,Javier Marías,While the Women Are Sleeping,"“It isn’t the camera itself that interests me. ... It’s my girlfriend, whom you’ve seen, I’m sure. I film only her, nothing else.”",https://newyorker.com/magazine/2009/11/02/while-the-women-are-sleeping,44,"November 2, 2009 Issue"
2009/10/26,Jonathan Lethem,Procedure in Plain Air,,https://newyorker.com/magazine/2009/10/26/procedure-in-plain-air,45,"October 26, 2009 Issue"
2009/10/19,Julian Barnes,Complicity,,https://newyorker.com/magazine/2009/10/19/complicity,45,"October 19, 2009 Issue"
2009/10/12,Tessa Hadley,The Godchildren,,https://newyorker.com/magazine/2009/10/12/the-godchildren,45,"October 12, 2009 Issue"
2009/10/05,George Saunders,Victory Lap,,https://newyorker.com/magazine/2009/10/05/victory-lap,45,"October 5, 2009 Issue"
2009/09/28,Marisa Silver,Temporary,,https://newyorker.com/magazine/2009/09/28/temporary-2,45,"September 28, 2009 Issue"
2009/09/21,Sam Shepard,Land of the Living,,https://newyorker.com/magazine/2009/09/21/land-of-the-living,45,"September 21, 2009 Issue"
2009/09/14,Paul Theroux,The Lower River,,https://newyorker.com/magazine/2009/09/14/the-lower-river,45,"September 14, 2009 Issue"
2009/09/07,Orhan Pamuk,Distant Relations,,https://newyorker.com/magazine/2009/09/07/distant-relations,45,"September 7, 2009 Issue"
2009/08/31,Ludmilla Petrushevskaya,The Fountain House,,https://newyorker.com/magazine/2009/08/31/the-fountain-house,45,"August 31, 2009 Issue"
2009/08/24,Dave Eggers,Max at Sea,,https://newyorker.com/magazine/2009/08/24/max-at-sea,45,"August 24, 2009 Issue"
2009/08/10,Sherman Alexie,War Dances,,https://newyorker.com/magazine/2009/08/10/war-dances,46,"August 10 & 17, 2009 Issue"
2009/08/03,Joshua Ferris,The Valetudinarian,,https://newyorker.com/magazine/2009/08/03/the-valetudinarian-2,46,"August 3, 2009 Issue"
