board_id,board_name,school_id,school_name,municipality,enrolment,lat,long,first_lang_not_english,first_lang_not_french,newcomer,special_ed,gifted,grade_3_standard_reading,grade_3_standard_writing,grade_3_standard_math,grade_6_standard_reading,grade_6_standard_writing,grade_6_standard_math,low_income,parent_university_edu
B67318,CS catholique MonAvenir,727270,ÉÉC du Sacré-Coeur-Welland,Welland,308.0,42.995,-79.274,73.4,29.2,,22.1,,69.0,72.0,78.0,93.0,73.0,83.0,12.41,13.98
B67318,CS catholique MonAvenir,707910,ÉÉC Frère-André,Barrie,372.0,44.413540000000005,-79.68279,54.0,50.8,,14.0,,81.0,81.0,81.0,81.0,72.0,74.0,13.47,18.94
B67318,CS catholique MonAvenir,707970,ÉÉC Georges-Étienne-Cartier,Toronto,373.0,43.67796,-79.31939,63.3,39.7,3.2,9.1,,94.0,89.0,89.0,90.0,77.0,85.0,19.24,35.03
B67318,CS catholique MonAvenir,722510,ÉÉC Immaculée-Conception,St. Catharines,243.0,43.16401,-79.24115,76.1,27.2,,19.3,,77.0,57.0,70.0,79.0,50.0,71.0,18.16,12.16
B67318,CS catholique MonAvenir,837115,ÉÉC Jean-Béliveau,East Gwillimbury,114.0,44.10282,-79.46683,37.7,66.7,,9.6,,76.0,47.0,88.0,100.0,90.0,90.0,9.84,26.85
B67318,CS catholique MonAvenir,689705,ÉÉC Jean-Paul II,Whitby,305.0,43.877590000000005,-78.92517,72.5,31.5,,6.2,,86.0,86.0,81.0,100.0,93.0,95.0,9.99,30.4
B67318,CS catholique MonAvenir,795917,ÉÉC Le-Petit-Prince,Vaughan,328.0,43.85,-79.5246,52.4,66.5,,9.8,,78.0,85.0,70.0,98.0,98.0,98.0,10.72,43.32
B67318,CS catholique MonAvenir,705411,ÉÉC Marguerite-Bourgeois-Borden,Essa,188.0,44.2863,-79.8833,75.0,27.7,,11.7,,100.0,84.0,76.0,94.0,100.0,89.0,7.91,14.67
B67318,CS catholique MonAvenir,729949,ÉÉC Mère-Élisabeth-Bruyère,Waterloo,186.0,43.4832,-80.51039,60.2,44.6,,8.1,,100.0,90.0,81.0,89.0,86.0,96.0,11.24,30.52
B67318,CS catholique MonAvenir,690007,ÉÉC Monseigneur-de-Laval,Hamilton,407.0,43.2342,-79.8917,57.7,49.9,3.9,11.5,,76.0,76.0,61.0,88.0,71.0,79.0,16.15,21.6
B67318,CS catholique MonAvenir,733555,ÉÉC Monseigneur-Jamot,Peterborough,199.0,44.29177,-78.3207,50.3,51.3,,10.6,,95.0,100.0,75.0,95.0,86.0,95.0,14.89,18.6
B67318,CS catholique MonAvenir,737330,ÉÉC Notre-Dame,Hamilton,185.0,43.2419,-79.8361,60.0,53.0,5.9,10.3,,66.0,31.0,48.0,86.0,71.0,67.0,26.71,7.48
B67318,CS catholique MonAvenir,732080,ÉÉC Notre-Dame-de-Grâce,Toronto,130.0,43.67967,-79.55925,87.7,15.4,,,,96.0,96.0,96.0,94.0,94.0,83.0,12.56,31.68
B67318,CS catholique MonAvenir,828752,ÉÉC Notre-Dame-de-la-Huronie,Collingwood,98.0,44.48357645,-80.21192020000001,34.7,65.3,,,,83.0,72.0,89.0,,,,14.03,23.13
B67318,CS catholique MonAvenir,738166,ÉÉC Notre-Dame-de-la-Jeunesse-Ajax,Ajax,264.0,43.85487,-79.03588,68.9,34.1,,15.5,,87.0,91.0,65.0,97.0,88.0,88.0,13.06,36.95
B67318,CS catholique MonAvenir,738190,ÉÉC Notre-Dame-de-la-Jeunesse-Niagara.F,Niagara Falls,139.0,43.0684,-79.1026,65.5,38.1,,25.2,,71.0,100.0,64.0,80.0,95.0,70.0,19.21,15.51
B67318,CS catholique MonAvenir,773943,ÉÉC Pape-François,Whitchurch - Stouffville,185.0,43.96779553,-79.25450513,65.4,48.6,,13.0,,87.0,77.0,80.0,100.0,100.0,95.0,9.46,49.43
B67318,CS catholique MonAvenir,705330,ÉÉC René-Lamoureux,Mississauga,294.0,43.60624,-79.62966,65.3,67.7,8.8,5.1,,78.0,67.0,76.0,96.0,93.0,89.0,21.44,38.58
B67318,CS catholique MonAvenir,774642,ÉÉC Saint-Antoine,Niagara Falls,107.0,43.10758,-79.09385,57.0,45.8,,18.7,,92.0,92.0,92.0,,,,16.16,22.0
B67318,CS catholique MonAvenir,861529,ÉÉC Sainte-Croix,Tiny,73.0,44.7588,-80.0502,47.9,53.4,,,,,,,,,,18.99,
B67318,CS catholique MonAvenir,690740,ÉÉC Sainte-Jeanne-d'Arc,Brampton,512.0,43.710640000000005,-79.73654,69.9,40.0,3.9,7.8,,98.0,98.0,89.0,93.0,82.0,82.0,15.79,31.69
B67318,CS catholique MonAvenir,862525,ÉÉC Sainte-Madeleine,Toronto,303.0,43.7626,-79.32274,79.5,43.6,10.6,7.9,,83.0,79.0,83.0,98.0,100.0,93.0,24.06,37.47
B67318,CS catholique MonAvenir,730211,ÉÉC Sainte-Marguerite-Bourgeoys-Brantfrd,Brantford,162.0,43.1249,-80.26937,75.9,24.7,,13.0,,81.0,67.0,86.0,85.0,100.0,85.0,12.75,18.51
B67318,CS catholique MonAvenir,822671,ÉÉC Sainte-Marguerite-Bourgeoys-Markham,Markham,317.0,43.86404,-79.35831,65.3,53.9,,13.2,,95.0,100.0,95.0,97.0,100.0,97.0,13.86,54.57
B67318,CS catholique MonAvenir,838632,ÉÉC Sainte-Marguerite-Bourgeoys-St.Cath,St. Catharines,148.0,43.13357,-79.21924,30.4,73.0,,13.5,,50.0,50.0,33.0,94.0,94.0,100.0,16.09,24.82
B67318,CS catholique MonAvenir,773557,ÉÉC Sainte-Marguerite-d'Youville,Toronto,472.0,43.63589,-79.50594,53.8,54.4,2.3,8.3,,94.0,91.0,89.0,96.0,92.0,90.0,11.86,41.22
B67318,CS catholique MonAvenir,822000,ÉÉC Sainte-Marie-Oakville,Oakville,399.0,43.442,-79.68642,70.7,42.6,4.5,8.5,,98.0,79.0,96.0,100.0,90.0,98.0,10.42,51.83
B67318,CS catholique MonAvenir,725714,ÉÉC Sainte-Marie-Simcoe,Norfolk County,77.0,42.839859999999994,-80.31221,45.5,54.5,,,,,,,,,,16.28,
B67318,CS catholique MonAvenir,815640,ÉÉC Saint-François-d'Assise,Welland,167.0,42.9808,-79.2313,95.2,,,24.6,,76.0,71.0,71.0,62.0,24.0,62.0,21.97,
B67318,CS catholique MonAvenir,802662,ÉÉC Saint-Jean,Aurora,247.0,44.0065,-79.4633,42.9,67.2,,10.5,,96.0,89.0,93.0,100.0,95.0,85.0,10.27,43.94
B67318,CS catholique MonAvenir,800490,ÉÉC Saint-Jean-Baptiste,Mississauga,370.0,43.5428,-79.6671,65.9,54.6,10.8,6.5,,94.0,92.0,92.0,97.0,92.0,97.0,16.75,45.36
B67318,CS catholique MonAvenir,788438,ÉÉC Saint-Jean-Bosco,Caledon,,43.75088,-79.81759613,,,,,,77.0,80.0,60.0,100.0,85.0,92.0,,
B67318,CS catholique MonAvenir,798223,ÉÉC Saint-Jean-de-Lalande,Toronto,108.0,43.804990000000004,-79.26387,73.1,37.0,,10.2,,75.0,75.0,83.0,100.0,100.0,82.0,28.28,25.17
B67318,CS catholique MonAvenir,810398,ÉÉC Saint-Joseph,Port Colborne,145.0,42.89329,-79.23510999999999,44.8,55.2,,15.9,,92.0,71.0,71.0,67.0,53.0,67.0,16.51,
B67318,CS catholique MonAvenir,819026,ÉÉC Saint-Louis,Penetanguishene,172.0,44.781859999999995,-79.91979,15.1,84.9,,20.9,,47.0,73.0,13.0,96.0,92.0,83.0,14.22,6.63
B67318,CS catholique MonAvenir,841308,ÉÉC Saint-Michel,Toronto,148.0,43.77756,-79.15729,69.6,36.5,,6.8,,83.0,33.0,67.0,,,,28.43,25.94
B67318,CS catholique MonAvenir,694632,ÉÉC Saint-Nicolas,Milton,416.0,43.528729999999996,-79.87758000000001,62.3,55.5,6.3,5.3,,91.0,83.0,86.0,98.0,90.0,79.0,9.63,44.36
B67318,CS catholique MonAvenir,837180,ÉÉC Saint-Noël-Chabanel-Cambridge,Cambridge,276.0,43.4042,-80.3401,73.6,31.9,,6.5,,73.0,70.0,73.0,86.0,93.0,90.0,11.48,21.18
B67318,CS catholique MonAvenir,845744,ÉÉC Saint-Noël-Chabanel-Toronto,Toronto,198.0,43.724470000000004,-79.49457,84.3,22.2,8.1,11.1,,62.0,72.0,38.0,96.0,96.0,89.0,30.07,18.51
B67318,CS catholique MonAvenir,842524,ÉÉC Saint-Philippe,Burlington,241.0,43.3233,-79.8241,51.9,56.0,,14.9,,94.0,84.0,97.0,91.0,89.0,89.0,9.88,39.58
B67318,CS catholique MonAvenir,848808,ÉÉC Saint-René-Goupil,Guelph,191.0,43.52225,-80.24347,38.2,67.5,,7.9,,91.0,89.0,71.0,96.0,96.0,93.0,8.72,31.17
B67318,CS catholique MonAvenir,758965,ÉÉC Samuel-de-Champlain,Orillia,108.0,44.61549,-79.43638,38.0,63.0,,13.9,,93.0,67.0,80.0,92.0,92.0,100.0,13.95,11.18
B67318,CS catholique MonAvenir,781231,ÉIC Jean-Vanier,Welland,65.0,42.99257,-79.28135,67.7,32.3,,32.3,,,,,,,,,16.87
B67318,CS catholique MonAvenir,766928,ÉIC Mère-Teresa,Hamilton,127.0,43.21348105,-79.82708739,52.8,56.7,,22.0,,,,,,,,14.24,23.8
B67318,CS catholique MonAvenir,705128,ÉIC Monseigneur-de-Charbonnel,Toronto,136.0,43.786159999999995,-79.42343000000001,77.2,36.0,11.0,19.1,,,,,,,,27.81,28.53
B67318,CS catholique MonAvenir,705497,ÉIC Nouvelle-Alliance,Barrie,174.0,44.3959,-79.71600000000001,59.8,42.0,,22.4,,,,,,,,13.67,19.63
B67318,CS catholique MonAvenir,849732,ÉIC Père-Philippe-Lamarche,Toronto,,43.73928182,-79.24084623,,,,,,,,,,,,,
B67318,CS catholique MonAvenir,750468,ÉIC Père-René-de-Galinée,Cambridge,218.0,43.4245,-80.3817,57.8,47.7,,21.6,,,,,,,,11.08,27.25
B67318,CS catholique MonAvenir,739984,ÉIC Renaissance,Aurora,252.0,43.9582,-79.4841,77.4,33.7,,19.0,4.8,,,,,,,10.67,43.44
B67318,CS catholique MonAvenir,704997,ÉIC Saint-Charles-Garnier,Whitby,181.0,43.9179,-78.9573,71.8,32.6,,18.8,,,,,,,,11.97,30.31
B67318,CS catholique MonAvenir,772491,ÉIC Sainte-Famille,Mississauga,267.0,43.614740000000005,-79.7478,72.3,48.7,6.4,14.2,,,,,,,,16.26,38.69
B67318,CS catholique MonAvenir,839486,ÉIC Sainte-Trinité,Oakville,229.0,43.43788,-79.77343,79.5,33.2,,14.8,,,,,,,,9.92,51.69
B67318,CS catholique MonAvenir,735092,ÉIC Saint-Frère-André,Toronto,109.0,43.6525,-79.44060999999999,67.9,41.3,,25.7,,,,,,,,22.12,35.42
B28118,CS public du Grand Nord de l'Ontario,342432,École publique Camille-Perron,Greater Sudbury,86.0,46.492470000000004,-80.54419,47.7,52.3,,16.3,,,,,,,,14.57,
B28118,CS public du Grand Nord de l'Ontario,174882,École publique de la Découverte,Greater Sudbury,250.0,46.6107,-81.00140999999999,68.0,33.2,,10.4,,53.0,64.0,42.0,100.0,75.0,90.0,6.17,20.01
B28118,CS public du Grand Nord de l'Ontario,138720,École publique de la Rivière-des-Français,North Bay,20.0,46.13138,-80.43341,90.0,,,,,,,,,,,,
B28118,CS public du Grand Nord de l'Ontario,539197,École publique Écho-des-Rapides,Sault Ste. Marie,62.0,46.506009999999996,-84.29073000000001,30.6,75.8,,,,,,,,,,,
B28118,CS public du Grand Nord de l'Ontario,568961,École publique Foyer-Jeunesse,Greater Sudbury,191.0,46.65913,-80.94351999999999,66.5,33.5,,9.4,,74.0,77.0,71.0,57.0,62.0,57.0,8.85,12.39
B28118,CS public du Grand Nord de l'Ontario,332100,École publique Franco-Manitou,Manitouwadge,35.0,49.12511,-85.83406,,80.0,,,,,,,,,,,
B28118,CS public du Grand Nord de l'Ontario,460338,École publique Franco-Nord,Greater Sudbury,70.0,46.54672,-81.10338,44.3,57.1,,,,,,,,,,,16.15
B28118,CS public du Grand Nord de l'Ontario,242853,École publique Hanmer,Greater Sudbury,65.0,46.65914,-80.94349,81.5,18.5,,23.1,,,,,,,,,15.83
B28118,CS public du Grand Nord de l'Ontario,157325,École publique Hélène-Gravel,Greater Sudbury,246.0,46.4612,-81.02636,57.3,46.3,,6.5,,86.0,95.0,81.0,100.0,100.0,100.0,10.51,34.42
B28118,CS public du Grand Nord de l'Ontario,408735,École publique Jean-Éthier-Blais,Greater Sudbury,295.0,46.52296,-80.91884,64.1,39.7,,15.6,,72.0,90.0,64.0,86.0,84.0,73.0,12.94,12.96
B28118,CS public du Grand Nord de l'Ontario,282898,École publique Jeanne-Sauvé,Greater Sudbury,106.0,46.48872,-80.9856,49.1,54.7,,17.9,,,,,70.0,50.0,40.0,29.79,
B28118,CS public du Grand Nord de l'Ontario,25977,École publique l'Escalade,Michipicoten,14.0,47.98742,-84.77118,,,,,,,,,,,,,
B28118,CS public du Grand Nord de l'Ontario,327425,École publique Macdonald-Cartier,Greater Sudbury,157.0,46.5216,-80.98835,65.6,34.4,,21.0,,,,,,,,14.36,15.73
B28118,CS public du Grand Nord de l'Ontario,164909,École publique Pavillon-de-l'Avenir,Greater Sudbury,137.0,46.57094,-81.19417,57.7,42.3,,20.4,,94.0,94.0,94.0,67.0,60.0,47.0,11.81,7.67
B28118,CS public du Grand Nord de l'Ontario,164925,École publique Villa Française des Jeunes,Elliot Lake,,46.380390000000006,-82.66032,,,,,,,,,,,,,
B66303,CS Viamonde,165468,Académie de la Moraine,Aurora,181.0,43.9495,-79.4563,58.6,72.9,,,,83.0,75.0,58.0,100.0,88.0,81.0,13.65,51.73
B66303,CS Viamonde,165409,Académie de la Tamise,London,314.0,42.99746,-81.20349,35.7,82.2,,7.6,,71.0,53.0,67.0,96.0,86.0,86.0,19.16,16.8
B66303,CS Viamonde,199761,Académie La Pinède,Orillia,93.0,44.28685,-79.8849,63.4,38.7,,,,71.0,59.0,65.0,91.0,82.0,91.0,,14.1
B66303,CS Viamonde,117382,Collège français élémentaire,Toronto,109.0,43.662209999999995,-79.37765,59.6,60.6,,11.9,,,,,,,,22.5,35.04
B66303,CS Viamonde,23549,École élémentaire Académie Alexandre-Dumas,Toronto,187.0,43.743590000000005,-79.2387,68.4,61.5,7.0,,,83.0,83.0,70.0,93.0,100.0,93.0,33.29,22.07
B66303,CS Viamonde,156167,École élémentaire Antonine Maillet,Oshawa,193.0,43.90018,-78.8899,53.9,59.1,,5.2,,89.0,75.0,68.0,94.0,94.0,82.0,14.97,25.9
B66303,CS Viamonde,165441,École élémentaire Carrefour des Jeunes,Brampton,476.0,43.70714,-79.77186999999999,58.0,62.8,3.4,3.6,,89.0,82.0,68.0,98.0,91.0,80.0,16.11,29.14
B66303,CS Viamonde,4367,École élémentaire Champlain,Welland,89.0,42.97948,-79.23435,29.2,77.5,,16.9,,69.0,38.0,54.0,,,,24.32,
B66303,CS Viamonde,447621,École élémentaire Charles-Sauriol,Toronto,265.0,43.668009999999995,-79.45572,47.2,61.9,,4.2,,97.0,80.0,90.0,96.0,92.0,96.0,15.87,29.66
B66303,CS Viamonde,165204,École élémentaire Confédération,Welland,32.0,42.98923,-79.22445,40.6,65.6,,31.3,,,,,,,,,
B66303,CS Viamonde,298572,École élémentaire de Lamothe-Cadillac,Windsor,52.0,42.289211,-83.04685400000001,82.7,82.7,,,,,,,,,,35.15,19.89
B66303,CS Viamonde,629646,École élémentaire des Quatre-Rivières,Orangeville,160.0,43.90215,-80.10734000000001,23.8,77.5,,6.3,,94.0,88.0,76.0,100.0,100.0,100.0,10.71,18.7
B66303,CS Viamonde,426502,École élémentaire du Chêne,Oakville,122.0,43.460569299999996,-79.69349293,57.4,73.0,9.0,,,100.0,100.0,100.0,100.0,100.0,100.0,14.05,39.06
B66303,CS Viamonde,572312,École élémentaire École élémentaire Gaetan-Gervais,Oakville,58.0,43.46053,-79.69343,77.6,53.4,,,,,,,,,,,42.21
B66303,CS Viamonde,539105,École élémentaire École élémentaire Le Flambeau,Mississauga,,43.63222459,-79.71532404,,,,,,,,,,,,,
B66303,CS Viamonde,310415,École élémentaire École intermédiaire Ronald-Marion,Pickering,,43.86,-79.07978,,,,,,,,,,,,,
B66303,CS Viamonde,186910,École élémentaire Étienne-Brûlé,Toronto,163.0,43.75241,-79.3711,79.1,55.2,9.2,9.2,,,,,,,,26.63,29.46
B66303,CS Viamonde,194069,École élémentaire Félix-Leclerc,Toronto,282.0,43.6899,-79.56154000000001,70.6,58.2,13.8,6.4,,92.0,85.0,67.0,91.0,89.0,86.0,29.22,25.52
B66303,CS Viamonde,532816,École élémentaire Franco-Jeunesse,Sarnia,25.0,42.99457,-82.35101999999999,,80.0,,,,,,,,,,,
B66303,CS Viamonde,165212,École élémentaire Gabriel-Dumont,London,126.0,43.015570000000004,-81.23243000000001,41.3,82.5,,18.3,,,,,,,,17.77,21.63
B66303,CS Viamonde,497134,École élémentaire Gabrielle-Roy,Toronto,270.0,43.65656,-79.37213,65.9,53.7,7.8,7.0,,82.0,71.0,71.0,90.0,81.0,87.0,32.73,22.57
B66303,CS Viamonde,156264,École élémentaire Georges-P-Vanier,Hamilton,53.0,43.266020000000005,-79.89451,60.4,69.8,,,,,,,,,,26.34,
B66303,CS Viamonde,165417,École élémentaire Horizon Jeunesse,Mississauga,330.0,43.516729999999995,-79.64480999999999,75.2,56.1,6.1,5.2,,85.0,61.0,68.0,88.0,88.0,72.0,21.23,41.84
B66303,CS Viamonde,282260,École élémentaire Jeanne-Lajoie,Toronto,473.0,43.734629999999996,-79.32135,74.2,60.3,5.7,7.4,,85.0,78.0,82.0,89.0,84.0,82.0,30.43,32.33
B66303,CS Viamonde,156183,École élémentaire Jeunes sans frontières,Brampton,195.0,43.62412,-79.75876,71.8,64.1,6.2,10.3,,,,,,,,18.54,36.76
B66303,CS Viamonde,302481,École élémentaire La Fontaine,Vaughan,136.0,43.83457,-79.62106999999999,44.9,69.9,,11.0,,100.0,94.0,94.0,100.0,100.0,91.0,8.86,36.28
B66303,CS Viamonde,19735,École élémentaire La Mosaïque,Toronto,418.0,43.687142,-79.330345,53.1,51.7,4.1,8.1,,93.0,90.0,87.0,98.0,88.0,84.0,15.78,35.24
B66303,CS Viamonde,32247,École élémentaire La Source,Barrie,357.0,44.35183,-79.64350999999999,37.8,67.2,,6.2,,67.0,59.0,63.0,96.0,83.0,78.0,11.69,22.72
B66303,CS Viamonde,165000,École élémentaire LaMarsh,Niagara Falls,149.0,43.10604,-79.09921,30.9,71.1,,,,67.0,50.0,58.0,79.0,71.0,36.0,18.38,11.44
B66303,CS Viamonde,309192,École élémentaire Laure-Rièse,Toronto,208.0,43.822559999999996,-79.27711,73.1,50.5,12.5,,,97.0,91.0,79.0,96.0,96.0,88.0,27.33,25.65
B66303,CS Viamonde,442869,École élémentaire Le Caron,Penetanguishene,30.0,44.76133,-79.93932,,83.3,,,,,,,,,,,
B66303,CS Viamonde,165395,École élémentaire L'Envolée,Windsor,211.0,42.311209999999996,-83.00749,67.3,86.7,13.3,8.1,,96.0,89.0,96.0,89.0,78.0,78.0,36.64,
B66303,CS Viamonde,311090,École élémentaire Les Rapides,Sarnia,156.0,42.99869,-82.36674000000001,54.5,50.0,,12.2,,100.0,83.0,94.0,87.0,60.0,73.0,13.27,13.87
B66303,CS Viamonde,156256,École élémentaire L'Harmonie,Waterloo,316.0,43.47168,-80.50794,49.1,70.6,3.2,6.6,,87.0,76.0,84.0,100.0,80.0,76.0,16.21,23.25
B66303,CS Viamonde,419354,École élémentaire L'Héritage,St. Catharines,143.0,43.195879999999995,-79.24923000000001,33.6,76.2,,,,79.0,53.0,68.0,73.0,47.0,67.0,17.42,19.89
B66303,CS Viamonde,165450,École élémentaire L'Odyssée,Guelph,132.0,43.56805,-80.26201999999999,16.7,87.1,,,,83.0,50.0,67.0,100.0,90.0,90.0,12.54,23.9
B66303,CS Viamonde,480785,École élémentaire Louise-Charron,Windsor,102.0,42.25373,-83.03318,78.4,87.3,,,,62.0,69.0,69.0,80.0,90.0,70.0,32.76,34.21
B66303,CS Viamonde,10340,École élémentaire Marie-Curie,London,479.0,42.9748,-81.32824000000001,34.2,82.3,,8.6,,68.0,63.0,63.0,100.0,82.0,86.0,13.25,38.31
B66303,CS Viamonde,328910,École élémentaire Mathieu-da-Costa,Toronto,181.0,43.718090000000004,-79.47546,59.7,65.7,6.1,,,81.0,70.0,63.0,91.0,82.0,68.0,27.63,17.62
B66303,CS Viamonde,232544,École élémentaire Norval-Morrisseau,Richmond Hill,38.0,43.87761,-79.44153,73.7,57.9,,,,,,,,,,,44.26
B66303,CS Viamonde,164941,École élémentaire Nouvel Horizon,Welland,152.0,43.02148,-79.27681,49.3,55.9,,7.9,,35.0,65.0,35.0,85.0,60.0,80.0,12.65,14.73
B66303,CS Viamonde,619655,École élémentaire Patricia-Picknell,Oakville,254.0,43.41587,-79.69682,47.2,65.0,4.7,8.3,,87.0,81.0,90.0,93.0,83.0,80.0,9.54,56.96
B66303,CS Viamonde,165484,École élémentaire Pavillon de la jeunesse,Hamilton,199.0,43.22656,-79.82413000000001,70.4,66.3,10.1,9.5,,80.0,48.0,40.0,83.0,79.0,59.0,28.79,9.95
B66303,CS Viamonde,165476,École élémentaire Pierre-Elliott-Trudeau,Toronto,360.0,43.652120000000004,-79.41429000000001,52.8,54.4,5.0,4.4,,98.0,98.0,95.0,100.0,97.0,84.0,16.48,18.16
B66303,CS Viamonde,191313,École élémentaire publique La Pommeraie,London,,42.932109999999994,-81.30539,,,,,,96.0,82.0,64.0,75.0,79.0,71.0,,
B66303,CS Viamonde,165425,École élémentaire Renaissance,Burlington,223.0,43.320840000000004,-79.80753,43.0,65.0,,,,96.0,91.0,83.0,100.0,100.0,93.0,9.42,36.89
B66303,CS Viamonde,412543,École élémentaire Roméo Dallaire,Barrie,69.0,44.32753847,-79.71546313,49.3,58.0,,18.8,,,,,,,,,
B66303,CS Viamonde,298133,École élémentaire Ronald-Marion,Pickering,340.0,43.860640000000004,-79.0787,55.0,57.4,3.5,3.2,,87.0,84.0,84.0,100.0,83.0,88.0,14.8,32.95
B66303,CS Viamonde,588462,École élémentaire Toronto Ouest,Toronto,107.0,43.65334418,-79.44095877,62.6,50.5,,,,,,,,,,17.54,29.37
B66303,CS Viamonde,157909,École intermédiaire École élémentaire Micheline-Saint-Cyr,Toronto,,43.58995,-79.54403,,,,,,,,,,,,,
B66303,CS Viamonde,530476,École publique Saint-Joseph,Penetanguishene,167.0,44.7657,-79.93597,12.0,88.0,,,,76.0,71.0,57.0,,,,17.7,8.28
B28100,CSD du Nord-Est de l'Ontario,260926,École élémentaire publique des Navigateurs,New Liskeard,155.0,47.515640000000005,-79.67352,35.5,63.9,,16.8,,,,,,,,14.59,
B28100,CSD du Nord-Est de l'Ontario,126258,École élémentaire publique Odyssée,North Bay,46.0,46.32886,-79.43533000000001,58.7,41.3,,45.7,,,,,,,,,
B28100,CSD du Nord-Est de l'Ontario,111532,École élémentaire publique Passeport Jeunesse,Hearst,101.0,49.6839,-83.6658,80.2,19.8,,23.8,,81.0,75.0,62.0,,,,13.13,18.42
B28100,CSD du Nord-Est de l'Ontario,156230,École publique Étoile du Nord,Iroquois Falls,82.0,48.768,-80.6909,35.4,64.6,,25.6,,,,,,,,13.82,
B28100,CSD du Nord-Est de l'Ontario,67321,École publique Héritage,North Bay,414.0,46.32845,-79.4372,22.9,77.1,,13.3,,60.0,54.0,70.0,98.0,86.0,86.0,13.26,21.75
B28100,CSD du Nord-Est de l'Ontario,199737,École publique Jeunesse-Active,West Nipissing,217.0,46.372,-79.9409,69.6,30.9,,26.7,,67.0,43.0,29.0,100.0,88.0,75.0,16.54,6.69
B28100,CSD du Nord-Est de l'Ontario,165182,École publique Le Coeur du Nord,Kapuskasing,245.0,49.4205,-82.4266,67.8,31.0,,24.9,,89.0,94.0,83.0,90.0,93.0,87.0,13.51,16.73
B28100,CSD du Nord-Est de l'Ontario,314242,École publique Lionel-Gauthier,Timmins,270.0,48.47749,-81.38019,50.7,50.4,,17.4,,51.0,46.0,44.0,70.0,65.0,62.0,16.46,8.92
B28100,CSD du Nord-Est de l'Ontario,469165,École publique Pavillon Renaissance,Timmins,63.0,48.4777,-81.3787,73.0,28.6,,39.7,,,,,,,,15.95,
B67326,CSDC de l'Est ontarien,705225,École élémentaire catholique Curé-Labrosse,East Hawkesbury,69.0,45.49969,-74.47102,98.6,,,17.4,,,,,,,,,
B67326,CSDC de l'Est ontarien,840947,École élémentaire catholique de Casselman - Pav. St-Paul/Ste-Euphémie,Casselman,467.0,45.31706,-75.08283,96.1,4.1,,23.6,,93.0,90.0,86.0,92.0,83.0,82.0,7.27,23.07
B67326,CSDC de l'Est ontarien,860443,École élémentaire catholique de l'Ange-Gardien,South Glengarry,236.0,45.247659999999996,-74.50134,84.7,14.0,,18.2,,72.0,59.0,69.0,100.0,81.0,88.0,12.51,13.77
B67326,CSDC de l'Est ontarien,698202,École élémentaire catholique Du Rosaire,Clarence-Rockland,87.0,45.49387,-75.15576999999999,88.5,11.5,,,,91.0,100.0,100.0,100.0,91.0,82.0,,22.0
B67326,CSDC de l'Est ontarien,753297,École élémentaire catholique Elda-Rouleau,North Glengarry,289.0,45.30914,-74.62828,81.3,18.0,,17.6,,81.0,81.0,78.0,91.0,83.0,83.0,16.63,6.5
B67326,CSDC de l'Est ontarien,754102,École élémentaire catholique Embrun - Pav. Saint-Jean/Pav. La Croisée,Russell,645.0,45.276579999999996,-75.27253,92.7,7.4,,10.5,,81.0,68.0,68.0,99.0,91.0,71.0,5.36,27.32
B67326,CSDC de l'Est ontarien,725668,École élémentaire catholique La Source,North Stormont,97.0,45.26802,-74.96508,67.0,33.0,,13.4,,62.0,62.0,69.0,,,,11.69,15.32
B67326,CSDC de l'Est ontarien,861367,École élémentaire catholique Marie-Tanguay,Cornwall,394.0,45.036190000000005,-74.69659,77.9,22.3,,13.7,,77.0,75.0,71.0,82.0,56.0,68.0,18.0,14.16
B67326,CSDC de l'Est ontarien,737208,École élémentaire catholique Notre-Dame,Cornwall,282.0,45.03414,-74.75129,43.6,57.8,,10.6,,84.0,77.0,94.0,85.0,91.0,67.0,20.0,4.49
B67326,CSDC de l'Est ontarien,707465,École élémentaire catholique Notre-Dame-du-Rosaire,North Stormont,79.0,45.21575,-75.15196,57.0,43.0,,,,58.0,50.0,58.0,,,,,
B67326,CSDC de l'Est ontarien,750034,École élémentaire catholique Paul VI,Hawkesbury,354.0,45.60937,-74.60283000000001,98.9,,,22.9,,75.0,67.0,58.0,94.0,75.0,69.0,24.12,4.44
B67326,CSDC de l'Est ontarien,698075,École élémentaire catholique Sacré-Coeur,Clarence-Rockland,172.0,45.43703,-75.15782,94.2,7.0,,11.6,,75.0,75.0,88.0,96.0,96.0,96.0,9.65,13.92
B67326,CSDC de l'Est ontarien,766321,École élémentaire catholique Saint-Albert,The Nation,47.0,45.25407,-75.12357,87.2,,,,,,,,,,,,
B67326,CSDC de l'Est ontarien,697940,École élémentaire catholique Sainte-Félicité,Clarence-Rockland,214.0,45.509159999999994,-75.21856,97.2,,,11.2,,90.0,62.0,86.0,97.0,84.0,81.0,6.93,19.98
B67326,CSDC de l'Est ontarien,699373,École élémentaire catholique Sainte-Lucie,South Stormont,233.0,45.091809999999995,-74.79058,60.5,42.5,,5.6,,100.0,97.0,100.0,100.0,94.0,94.0,11.65,7.49
B67326,CSDC de l'Est ontarien,863696,École élémentaire catholique Sainte-Trinité,Clarence-Rockland,610.0,45.54776,-75.28699999999999,92.8,7.5,,16.9,,84.0,86.0,78.0,89.0,75.0,67.0,7.14,27.43
